"Seller Gstin","Invoice Number","Invoice Date","Transaction Type","Order Id","Shipment Id","Shipment Date","Order Date","Shipment Item Id","Quantity","Item Description","Asin","Hsn/sac","Sku","Product Tax Code","Bill From City","Bill From State","Bill From Country","Bill From Postal Code","Ship From City","Ship From State","Ship From Country","Ship From Postal Code","Ship To City","Ship To State","Ship To Country","Ship To Postal Code","Invoice Amount","Tax Exclusive Gross","Total Tax Amount","Cgst Rate","Sgst Rate","Utgst Rate","Igst Rate","Compensatory Cess Rate","Principal Amount","Principal Amount Basis","Cgst Tax","Sgst Tax","Igst Tax","Utgst Tax","Compensatory Cess Tax","Shipping Amount","Shipping Amount Basis","Shipping Cgst Tax","Shipping Sgst Tax","Shipping Utgst Tax","Shipping Igst Tax","Shipping Cess Tax Amount","Gift Wrap Amount","Gift Wrap Amount Basis","Gift Wrap Cgst Tax","Gift Wrap Sgst Tax","Gift Wrap Utgst Tax","Gift Wrap Igst Tax","Gift Wrap Compensatory Cess Tax","Item Promo Discount","Item Promo Discount Basis","Item Promo Tax","Shipping Promo Discount","Shipping Promo Discount Basis","Shipping Promo Tax","Gift Wrap Promo Discount","Gift Wrap Promo Discount Basis","Gift Wrap Promo Tax","Tcs Cgst Rate","Tcs Cgst Amount","Tcs Sgst Rate","Tcs Sgst Amount","Tcs Utgst Rate","Tcs Utgst Amount","Tcs Igst Rate","Tcs Igst Amount","Warehouse Id","Fulfillment Channel","Payment Method Code","Credit Note No","Credit Note Date"
"27BIMPB4559A1ZG","BOM3-585","2017-11-02 12:05:50","Shipment","407-3884240-2188321","1972710788106","2017-11-02 15:02:29","2017-11-02 12:00:20","108324666545","1","SmartSmith USB 3 1 Type C Cable Original   Fast Charge and Data Transfer","B06Y2CJ7XZ","8544","8944638557234","A_GEN_STANDARD","BHIWANDI","MAHARASHTRA","IN","421302","Bhiwandi","Maharashtra","IN","421302","NEW DELHI","DELHI","IN","110008","699.0000","592.3700","106.6300","0.0000","0.0000","0.0000","0.1800","0.0000","699.0000","592.3700","0.0000","0.0000","106.6300","0.0000","0.0000","50.0000","42.3700","0.0000","0.0000","0.0000","7.6300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","-50.0000","-42.3700","7.6300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","BOM3","AFN","COD","",""
"27BIMPB4559A1ZG","BOM3-584","2017-11-02 11:35:37","Shipment","171-2194680-0299569","1972665775106","2017-11-02 15:10:48","2017-11-02 10:07:30","108499746885","1","SmartSmithTM 3 1A Dual Port Smart Car Charger for all Apple and Android Mobile Smartphone and Tablets  Black ","B071465L81","","8944638557265","A_GEN_STANDARD","BHIWANDI","MAHARASHTRA","IN","421302","Bhiwandi","Maharashtra","IN","421302","BENGALURU","KARNATAKA","IN","560038","599.0000","507.6300","91.3700","0.0000","0.0000","0.0000","0.1800","0.0000","599.0000","507.6300","0.0000","0.0000","91.3700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","BOM3","AFN","CC","",""
"27BIMPB4559A1ZG","BOM3-563","2017-10-31 20:00:49","Shipment","406-8612070-0589108","1969404412106","2017-11-02 19:03:03","2017-10-31 19:55:16","108158990487","1","SmartSmith USB 3 1 Type C Cable Original   Fast Charge and Data Transfer","B06XYQFJPY","8544","8944638557227","A_ITPRODUCTS_GEN","BHIWANDI","MAHARASHTRA","IN","421302","Bhiwandi","Maharashtra","IN","421302","PUNE","MAHARASHTRA","IN","411057","699.0000","592.3800","106.6200","0.0900","0.0900","0.0000","0.0000","0.0000","699.0000","592.3800","53.3100","53.3100","0.0000","0.0000","0.0000","50.0000","42.3800","3.8100","3.8100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","-50.0000","-42.3800","7.6200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","BOM3","AFN","GC_POA","",""
"27BIMPB4559A1ZG","BOM3-570","2017-11-01 07:16:47","Shipment","408-6078575-6454731","1970238049106","2017-11-02 20:53:06","2017-11-01 07:11:13","108189124414","1","SmartSmith USB 3 1 Type C Cable Original   Fast Charge and Data Transfer","B071HPCVWT","8544","8944638557241","A_GEN_STANDARD","BHIWANDI","MAHARASHTRA","IN","421302","Bhiwandi","Maharashtra","IN","421302","MEERUT","UTTAR PRADESH","IN","250001","699.0000","592.3700","106.6300","0.0000","0.0000","0.0000","0.1800","0.0000","699.0000","592.3700","0.0000","0.0000","106.6300","0.0000","0.0000","25.0000","21.1900","0.0000","0.0000","0.0000","3.8100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","-25.0000","-21.1900","3.8100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","BOM3","AFN","COD","",""
"27BIMPB4559A1ZG","BOM3-586","2017-11-02 12:23:27","Shipment","406-4224418-5187565","1972741843106","2017-11-02 20:53:33","2017-11-02 12:17:58","108546570202","1","SmartSmith USB 3 1 Type C Cable Original   Fast Charge and Data Transfer","B06Y2CJ7XZ","8544","8944638557234","A_GEN_STANDARD","BHIWANDI","MAHARASHTRA","IN","421302","Bhiwandi","Maharashtra","IN","421302","KANCHEEPURAM","TAMIL NADU","IN","631502","699.0000","592.3700","106.6300","0.0000","0.0000","0.0000","0.1800","0.0000","699.0000","592.3700","0.0000","0.0000","106.6300","0.0000","0.0000","50.0000","42.3700","0.0000","0.0000","0.0000","7.6300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","-50.0000","-42.3700","7.6300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","BOM3","AFN","COD","",""
"27BIMPB4559A1ZG","BOM3-560","2017-10-31 17:12:41","Shipment","402-3596434-6970708","1969103889106","2017-11-02 21:14:38","2017-10-31 17:07:07","107817965480","1","SmartSmith USB 3 1 Type C Cable Original   Fast Charge and Data Transfer","B06XYQFJPY","8544","8944638557227","A_ITPRODUCTS_GEN","BHIWANDI","MAHARASHTRA","IN","421302","Bhiwandi","Maharashtra","IN","421302","GHAZIABAD","UTTAR PRADESH","IN","201002","699.0000","592.3700","106.6300","0.0000","0.0000","0.0000","0.1800","0.0000","699.0000","592.3700","0.0000","0.0000","106.6300","0.0000","0.0000","50.0000","42.3700","0.0000","0.0000","0.0000","7.6300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","-50.0000","-42.3700","7.6300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","BOM3","AFN","CC","",""
"27BIMPB4559A1ZG","BOM3-579","2017-11-01 20:40:46","Shipment","406-5780356-1904362","1971465894106","2017-11-02 21:14:34","2017-11-01 20:35:12","107817738716","1","SmartSmith USB 3 1 Type C Cable Original   Fast Charge and Data Transfer","B06Y2CJ7XZ","8544","8944638557234","A_GEN_STANDARD","BHIWANDI","MAHARASHTRA","IN","421302","Bhiwandi","Maharashtra","IN","421302","NOIDA","UTTAR PRADESH","IN","201304","699.0000","592.3700","106.6300","0.0000","0.0000","0.0000","0.1800","0.0000","699.0000","592.3700","0.0000","0.0000","106.6300","0.0000","0.0000","50.0000","42.3700","0.0000","0.0000","0.0000","7.6300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","-50.0000","-42.3700","7.6300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","BOM3","AFN","CC","",""
"27BIMPB4559A1ZG","BOM3-562","2017-10-31 19:34:25","Shipment","406-5723319-3290744","1969359081106","2017-11-02 21:15:03","2017-10-31 19:28:55","107754231110","1","SmartSmith USB 3 1 Type C Cable Original   Fast Charge and Data Transfer","B06XYQFJPY","8544","8944638557227","A_ITPRODUCTS_GEN","BHIWANDI","MAHARASHTRA","IN","421302","Bhiwandi","Maharashtra","IN","421302","CHENNAI","TAMIL NADU","IN","600012","699.0000","592.3700","106.6300","0.0000","0.0000","0.0000","0.1800","0.0000","699.0000","592.3700","0.0000","0.0000","106.6300","0.0000","0.0000","25.0000","21.1900","0.0000","0.0000","0.0000","3.8100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","-25.0000","-21.1900","3.8100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","BOM3","AFN","POA","",""
"27BIMPB4559A1ZG","BOM3-583","2017-11-02 11:12:57","Shipment","407-4631459-6339523","1972637494106","2017-11-02 21:38:25","2017-11-02 11:07:28","108529225719","1","SmartSmith USB 3 1 Type C Cable Original   Fast Charge and Data Transfer","B071HPCVWT","8544","8944638557241","A_GEN_STANDARD","BHIWANDI","MAHARASHTRA","IN","421302","Bhiwandi","Maharashtra","IN","421302","NAVI MUMBAI","MAHARASHTRA","IN","400703","699.0000","592.3800","106.6200","0.0900","0.0900","0.0000","0.0000","0.0000","699.0000","592.3800","53.3100","53.3100","0.0000","0.0000","0.0000","50.0000","42.3800","3.8100","3.8100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","-50.0000","-42.3800","7.6200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","BOM3","AFN","CC","",""
"27BIMPB4559A1ZG","BOM3-594","2017-11-02 23:45:42","Cancel","407-1061994-1863556","1973981895106","","","108299079906","1","","B06XYQFJPY","","","A_ITPRODUCTS_GEN","BHIWANDI","MAHARASHTRA","IN","421302","Bhiwandi","Maharashtra","IN","421302","KALABURGI","KARNATAKA","IN","585103","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000","","","0.0000","","","0.0000","","0.0000","","0.0000","","0.0000","","0.0000","","","","",""
"27BIMPB4559A1ZG","BOM3-593","2017-11-02 23:41:50","Shipment","403-8952720-2082756","1973973090106","2017-11-03 04:27:19","2017-11-02 19:41:18","108310153111","1","SmartSmith USB 3 1 Type C Cable Original   Fast Charge and Data Transfer","B06Y2CJ7XZ","8544","8944638557234","A_GEN_STANDARD","BHIWANDI","MAHARASHTRA","IN","421302","Bhiwandi","Maharashtra","IN","421302","BENGALURU","KARNATAKA","IN","560035","699.0000","592.3700","106.6300","0.0000","0.0000","0.0000","0.1800","0.0000","699.0000","592.3700","0.0000","0.0000","106.6300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","BOM3","AFN","CC_GC","",""
"27BIMPB4559A1ZG","BOM3-575","2017-11-01 15:26:34","Shipment","171-9912239-0198751","1970933944106","2017-11-03 05:22:20","2017-11-01 15:21:00","108502937878","1","SmartSmith USB 3 1 Type C Cable Original   Fast Charge and Data Transfer","B06Y2CJ7XZ","8544","8944638557234","A_GEN_STANDARD","BHIWANDI","MAHARASHTRA","IN","421302","Bhiwandi","Maharashtra","IN","421302","THANE","MAHARASHTRA","IN","401107","699.0000","592.3800","106.6200","0.0900","0.0900","0.0000","0.0000","0.0000","699.0000","592.3800","53.3100","53.3100","0.0000","0.0000","0.0000","50.0000","42.3800","3.8100","3.8100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","-50.0000","-42.3800","7.6200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","BOM3","AFN","CC","",""
"27BIMPB4559A1ZG","CN-56","2017-10-25 06:59:50","Refund","403-9697916-7696325","1957104000106","2017-10-25 11:31:55","2017-10-25 06:54:18","106884656072","1","SmartSmith USB 3 1 Type C Cable Original   Fast Charge and Data Transfer","B06Y2CJ7XZ","8544","8944638557234","A_GEN_STANDARD","BHIWANDI","MAHARASHTRA","IN","421302","Bhiwandi","Maharashtra","IN","421302","HYDERABAD","TELANGANA","IN","500008","-799.0000","-677.1200","-121.8800","0.0000","0.0000","0.0000","0.1800","0.0000","799.0000","-677.1200","0.0000","0.0000","-121.8800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","BOM3","AFN","COD","",""
"27BIMPB4559A1ZG","BOM3-597","2017-11-03 09:55:53","Shipment","406-7694056-9990751","1974765064106","2017-11-03 12:47:43","2017-11-03 09:50:20","108576591528","1","SmartSmith USB 3 1 Type C Cable Original   Fast Charge and Data Transfer","B071HPCVWT","8544","8944638557241","A_GEN_STANDARD","BHIWANDI","MAHARASHTRA","IN","421302","Bhiwandi","Maharashtra","IN","421302","SECUNDERABAD","TELANGANA","IN","500011","699.0000","592.3700","106.6300","0.0000","0.0000","0.0000","0.1800","0.0000","699.0000","592.3700","0.0000","0.0000","106.6300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","BOM3","AFN","CC","",""
"27BIMPB4559A1ZG","BOM3-587","2017-11-02 16:00:46","Shipment","403-7953892-5725958","1973108152106","2017-11-03 14:37:16","2017-11-02 14:39:38","108881485441","1","SmartSmith USB 3 1 Type C Cable Original   Fast Charge and Data Transfer","B071HPCVWT","8544","8944638557241","A_GEN_STANDARD","BHIWANDI","MAHARASHTRA","IN","421302","Bhiwandi","Maharashtra","IN","421302","RAIGARH","MAHARASHTRA","IN","410206","699.0000","592.3800","106.6200","0.0900","0.0900","0.0000","0.0000","0.0000","699.0000","592.3800","53.3100","53.3100","0.0000","0.0000","0.0000","10.0000","8.4800","0.7600","0.7600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","-10.0000","-8.4800","1.5200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","BOM3","AFN","GC_POA","",""
"27BIMPB4559A1ZG","BOM3-595","2017-11-03 02:34:47","Shipment","408-4139729-0372324","1974237645106","2017-11-03 15:34:12","2017-11-01 21:48:37","108299120270","1","SmartSmith USB 3 1 Type C Cable Original   Fast Charge and Data Transfer","B06Y2CJ7XZ","8544","8944638557234","A_GEN_STANDARD","BHIWANDI","MAHARASHTRA","IN","421302","Bhiwandi","Maharashtra","IN","421302","THRISSUR","KERALA","IN","680003","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.1800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","BOM3","AFN","GC","",""
"27BIMPB4559A1ZG","IN-7","2017-11-01 18:28:15","MFNShipment","171-9566377-8316346","6461014910092","2017-11-03 15:46:36","2017-11-01 18:00:48","107814318837","1","SmartSmithTM IP Camera   Wireless Dome Camera Pan Tilt with 2 Way Audio and Motion Detection  720p HD Wi Fi IP Security Surveillance System with Night","B075H2HFF3","8525","4811210164149","A_GEN_STANDARD","BHIWANDI","MAHARASHTRA","IN","421302","THANE","MAHARASHTRA","IN","400610","NEW DELHI","DELHI","IN","110089","2499.0000","2117.7900","381.2100","0.0000","0.0000","0.0000","0.1800","0.0000","3499.0000","2965.2500","0.0000","0.0000","533.7500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","-1000.0000","-847.4600","152.5400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","MFN","POA","",""
